Date,Heure,Type,Hauteur d'eau,Coef
2026-10-31,14:08,Basse Mer,1.138,74
2026-10-31,20:24,Haute Mer,3.772,65
2026-11-01,02:27,Basse Mer,1.412,69
2026-11-01,08:50,Haute Mer,3.907,73
2026-11-01,15:14,Basse Mer,1.320,64
2026-11-01,21:39,Haute Mer,3.586,55
2026-11-02,03:35,Basse Mer,1.565,60
2026-11-02,10:10,Haute Mer,3.806,67
2026-11-02,16:29,Basse Mer,1.383,60
2026-11-02,23:01,Haute Mer,3.556,53
2026-11-03,04:51,Basse Mer,1.569,60
2026-11-03,11:28,Haute Mer,3.839,69
2026-11-03,17:41,Basse Mer,1.316,64
2026-11-04,00:12,Haute Mer,3.670,59
2026-11-04,06:03,Basse Mer,1.440,67
2026-11-04,12:36,Haute Mer,3.968,76
2026-11-04,18:44,Basse Mer,1.180,73
2026-11-05,01:12,Haute Mer,3.865,70
2026-11-05,07:06,Basse Mer,1.247,78
2026-11-05,13:34,Haute Mer,4.134,86
2026-11-05,19:40,Basse Mer,1.031,84
2026-11-06,02:03,Haute Mer,4.077,82
2026-11-06,08:00,Basse Mer,1.055,88
2026-11-06,14:24,Haute Mer,4.282,94
2026-11-06,20:29,Basse Mer,0.908,93
2026-11-07,02:48,Haute Mer,4.255,93
2026-11-07,08:48,Basse Mer,0.908,96
2026-11-07,15:08,Haute Mer,4.374,99
2026-11-07,21:13,Basse Mer,0.834,99
2026-11-08,03:28,Haute Mer,4.371,99
2026-11-08,09:31,Basse Mer,0.830,100
2026-11-08,15:48,Haute Mer,4.394,101
2026-11-08,21:52,Basse Mer,0.820,101
2026-11-09,04:05,Haute Mer,4.414,102
2026-11-09,10:11,Basse Mer,0.824,100
2026-11-09,16:24,Haute Mer,4.347,98
2026-11-09,22:29,Basse Mer,0.864,99
2026-11-10,04:40,Haute Mer,4.392,100
2026-11-10,10:49,Basse Mer,0.878,96
2026-11-10,16:57,Haute Mer,4.247,92
2026-11-10,23:03,Basse Mer,0.957,94
2026-11-11,05:12,Haute Mer,4.319,96
2026-11-11,11:23,Basse Mer,0.976,90
2026-11-11,17:28,Haute Mer,4.114,85
2026-11-11,23:36,Basse Mer,1.083,87
2026-11-12,05:42,Haute Mer,4.212,90
2026-11-12,11:57,Basse Mer,1.103,83
2026-11-12,17:58,Haute Mer,3.961,76
2026-11-13,00:08,Basse Mer,1.232,79
2026-11-13,06:13,Haute Mer,4.081,83
2026-11-13,12:31,Basse Mer,1.247,74
2026-11-13,18:31,Haute Mer,3.798,67
2026-11-14,00:40,Basse Mer,1.391,70
2026-11-14,06:47,Haute Mer,3.932,74
2026-11-14,13:06,Basse Mer,1.400,65
2026-11-14,19:07,Haute Mer,3.629,57
2026-11-15,01:15,Basse Mer,1.554,61
2026-11-15,07:28,Haute Mer,3.773,65
2026-11-15,13:46,Basse Mer,1.553,56
2026-11-15,19:50,Haute Mer,3.468,48
2026-11-16,01:58,Basse Mer,1.712,52
2026-11-16,08:15,Haute Mer,3.623,57
2026-11-16,14:36,Basse Mer,1.688,48
2026-11-16,20:43,Haute Mer,3.340,40
2026-11-17,02:52,Basse Mer,1.840,45
2026-11-17,09:12,Haute Mer,3.519,51
2026-11-17,15:39,Basse Mer,1.768,44
2026-11-17,21:48,Haute Mer,3.283,37
2026-11-18,04:02,Basse Mer,1.891,43
2026-11-18,10:20,Haute Mer,3.501,50
2026-11-18,16:52,Basse Mer,1.743,45
2026-11-18,23:05,Haute Mer,3.342,41
2026-11-19,05:18,Basse Mer,1.824,48
2026-11-19,11:31,Haute Mer,3.594,55
2026-11-19,18:00,Basse Mer,1.613,53
2026-11-20,00:19,Haute Mer,3.526,51
2026-11-20,06:26,Basse Mer,1.653,58
2026-11-20,12:39,Haute Mer,3.786,66
2026-11-20,19:00,Basse Mer,1.415,66
2026-11-21,01:18,Haute Mer,3.786,66
2026-11-21,07:25,Basse Mer,1.420,73
2026-11-21,13:38,Haute Mer,4.034,80
2026-11-21,19:54,Basse Mer,1.196,81
2026-11-22,02:09,Haute Mer,4.064,82
2026-11-22,08:18,Basse Mer,1.170,88
2026-11-22,14:30,Haute Mer,4.280,94
2026-11-22,20:44,Basse Mer,0.994,95
2026-11-23,02:56,Haute Mer,4.314,96
2026-11-23,09:08,Basse Mer,0.943,101
2026-11-23,15:19,Haute Mer,4.473,105
2026-11-23,21:31,Basse Mer,0.843,106
2026-11-24,03:41,Haute Mer,4.505,107
2026-11-24,09:56,Basse Mer,0.768,109
2026-11-24,16:06,Haute Mer,4.579,111
2026-11-24,22:17,Basse Mer,0.762,112
2026-11-25,04:27,Haute Mer,4.617,113
2026-11-25,10:43,Basse Mer,0.669,112
2026-11-25,16:53,Haute Mer,4.582,111
2026-11-25,23:02,Basse Mer,0.760,113
2026-11-26,05:13,Haute Mer,4.643,115
2026-11-26,11:31,Basse Mer,0.652,110
2026-11-26,17:40,Haute Mer,4.490,106
2026-11-26,23:47,Basse Mer,0.829,109
2026-11-27,05:59,Haute Mer,4.589,112
2026-11-27,12:19,Basse Mer,0.713,104
2026-11-27,18:29,Haute Mer,4.326,97
2026-11-28,00:35,Basse Mer,0.950,101
2026-11-28,06:48,Haute Mer,4.470,105
2026-11-28,13:09,Basse Mer,0.834,95
2026-11-28,19:21,Haute Mer,4.125,85
2026-11-29,01:23,Basse Mer,1.099,90
2026-11-29,07:41,Haute Mer,4.311,96
2026-11-29,14:02,Basse Mer,0.987,85
2026-11-29,20:17,Haute Mer,3.924,74
2026-11-30,02:17,Basse Mer,1.246,80
2026-11-30,08:40,Haute Mer,4.140,86
2026-11-30,14:59,Basse Mer,1.137,75
2026-11-30,21:19,Haute Mer,3.761,64
2026-12-01,03:15,Basse Mer,1.364,71
2026-12-01,09:45,Haute Mer,3.994,78
2026-12-01,16:01,Basse Mer,1.250,69
2026-12-01,22:26,Haute Mer,3.671,59
2026-12-02,04:19,Basse Mer,1.427,65
2026-12-02,10:53,Haute Mer,3.900,72
2026-12-02,17:04,Basse Mer,1.305,66
2026-12-02,23:34,Haute Mer,3.673,59
2026-12-03,05:26,Basse Mer,1.422,65
2026-12-03,12:00,Haute Mer,3.869,71
2026-12-03,18:06,Basse Mer,1.300,67
2026-12-04,00:36,Haute Mer,3.753,64
2026-12-04,06:31,Basse Mer,1.359,68
2026-12-04,13:02,Haute Mer,3.893,72
2026-12-04,19:05,Basse Mer,1.254,72
2026-12-05,01:31,Haute Mer,3.878,71
2026-12-05,07:30,Basse Mer,1.264,73
2026-12-05,13:56,Haute Mer,3.948,75
2026-12-05,19:57,Basse Mer,1.191,77
2026-12-06,02:20,Haute Mer,4.011,79
2026-12-06,08:22,Basse Mer,1.170,79
2026-12-06,14:45,Haute Mer,4.005,78
2026-12-06,20:44,Basse Mer,1.134,82
2026-12-07,03:05,Haute Mer,4.122,85
2026-12-07,09:09,Basse Mer,1.100,83
2026-12-07,15:28,Haute Mer,4.047,81
2026-12-07,21:27,Basse Mer,1.098,85
2026-12-08,03:45,Haute Mer,4.198,89
2026-12-08,09:51,Basse Mer,1.063,86
2026-12-08,16:07,Haute Mer,4.061,82
2026-12-08,22:07,Basse Mer,1.091,86
2026-12-09,04:22,Haute Mer,4.232,91
2026-12-09,10:31,Basse Mer,1.056,86
2026-12-09,16:43,Haute Mer,4.045,81
2026-12-09,22:43,Basse Mer,1.111,86
2026-12-10,04:56,Haute Mer,4.229,91
2026-12-10,11:08,Basse Mer,1.076,85
2026-12-10,17:15,Haute Mer,4.002,78
2026-12-10,23:18,Basse Mer,1.155,84
2026-12-11,05:28,Haute Mer,4.194,89
2026-12-11,11:44,Basse Mer,1.117,82
2026-12-11,17:47,Haute Mer,3.936,74
2026-12-11,23:52,Basse Mer,1.215,80
2026-12-12,06:00,Haute Mer,4.134,86
2026-12-12,12:19,Basse Mer,1.176,77
2026-12-12,18:20,Haute Mer,3.851,70
2026-12-13,00:27,Basse Mer,1.290,75
2026-12-13,06:34,Haute Mer,4.048,81
2026-12-13,12:54,Basse Mer,1.251,72
2026-12-13,18:55,Haute Mer,3.752,64
2026-12-14,01:03,Basse Mer,1.374,69
2026-12-14,07:12,Haute Mer,3.944,75
2026-12-14,13:32,Basse Mer,1.334,66
2026-12-14,19:34,Haute Mer,3.647,58
2026-12-15,01:43,Basse Mer,1.464,63
2026-12-15,07:54,Haute Mer,3.833,69
2026-12-15,14:14,Basse Mer,1.419,60
2026-12-15,20:18,Haute Mer,3.552,53
2026-12-16,02:27,Basse Mer,1.552,58
2026-12-16,08:41,Haute Mer,3.734,63
2026-12-16,15:01,Basse Mer,1.493,56
2026-12-16,21:08,Haute Mer,3.485,49
2026-12-17,03:18,Basse Mer,1.624,54
2026-12-17,09:35,Haute Mer,3.669,59
2026-12-17,15:56,Basse Mer,1.541,53
2026-12-17,22:08,Haute Mer,3.468,48
2026-12-18,04:19,Basse Mer,1.658,53
2026-12-18,10:35,Haute Mer,3.657,59
2026-12-18,17:00,Basse Mer,1.538,55
2026-12-18,23:16,Haute Mer,3.528,51
2026-12-19,05:28,Basse Mer,1.621,57
2026-12-19,11:43,Haute Mer,3.716,62
2026-12-19,18:08,Basse Mer,1.466,61
2026-12-20,00:25,Haute Mer,3.677,60
2026-12-20,06:39,Basse Mer,1.493,65
2026-12-20,12:53,Haute Mer,3.851,70
2026-12-20,19:12,Basse Mer,1.336,71
2026-12-21,01:29,Haute Mer,3.894,72
2026-12-21,07:44,Basse Mer,1.296,76
2026-12-21,13:59,Haute Mer,4.039,80
2026-12-21,20:12,Basse Mer,1.177,83
2026-12-22,02:28,Haute Mer,4.136,86
2026-12-22,08:43,Basse Mer,1.073,89
2026-12-22,14:59,Haute Mer,4.233,91
2026-12-22,21:08,Basse Mer,1.022,95
2026-12-23,03:23,Haute Mer,4.367,99
2026-12-23,09:39,Basse Mer,0.863,100
2026-12-23,15:54,Haute Mer,4.389,100
2026-12-23,22:00,Basse Mer,0.892,105
2026-12-24,04:14,Haute Mer,4.556,110
2026-12-24,10:32,Basse Mer,0.695,108
2026-12-24,16:45,Haute Mer,4.476,105
2026-12-24,22:50,Basse Mer,0.802,111
2026-12-25,05:04,Haute Mer,4.677,117
2026-12-25,11:22,Basse Mer,0.593,111
2026-12-25,17:34,Haute Mer,4.483,106
2026-12-25,23:38,Basse Mer,0.761,112
2026-12-26,05:53,Haute Mer,4.713,119
2026-12-26,12:11,Basse Mer,0.569,110
2026-12-26,18:21,Haute Mer,4.412,102
2026-12-27,00:25,Basse Mer,0.773,109
2026-12-27,06:40,Haute Mer,4.660,116
2026-12-27,12:58,Basse Mer,0.626,105
2026-12-27,19:08,Haute Mer,4.278,94
2026-12-28,01:11,Basse Mer,0.839,101
2026-12-28,07:27,Haute Mer,4.524,108
2026-12-28,13:44,Basse Mer,0.756,96
2026-12-28,19:55,Haute Mer,4.103,84
2026-12-29,01:57,Basse Mer,0.954,90
2026-12-29,08:15,Haute Mer,4.322,96
2026-12-29,14:32,Basse Mer,0.939,85
2026-12-29,20:44,Haute Mer,3.909,73
2026-12-30,02:46,Basse Mer,1.110,78
2026-12-30,09:06,Haute Mer,4.081,83
2026-12-30,15:22,Basse Mer,1.145,73
2026-12-30,21:38,Haute Mer,3.726,62
2026-12-31,03:39,Basse Mer,1.285,66
2026-12-31,10:04,Haute Mer,3.838,69
2026-12-31,16:18,Basse Mer,1.337,62
2026-12-31,22:42,Haute Mer,3.590,55
